code,companyName,listedDate,type,floor,shortName,companyNameEng,isin,status,indexCode
PND,Công ty cổ phần Xăng dầu Dầu khí Nam Định,2017-02-20,STOCK,UPCOM,Dầu khí Nam Định,Petrovietnam Oil Nam Dinh Joint Stock Company,VN000000PND9,listed,
PWA,Công ty Cổ phần Bất động sản Dầu khí,2019-06-11,STOCK,UPCOM,PETROWACO,PETROWACO PROPERTY JOINT STOCK COMPANY,VN000000PWA6,listed,
VIH,Công ty Cổ phần Viglacera Hà Nội,2017-04-24,STOCK,UPCOM,Viglacera Hà Nội,Viglacera Ha Noi Joint Stock Company,VN000000VIH8,listed,
QNU,Công ty cổ phần Môi trường Đô thị Quảng Nam,2017-02-28,STOCK,UPCOM,Đô thị Quảng Nam,Quang Nam Urban Environment Joint Stock Company,VN000000QNU1,listed,
VSM,Công ty Cổ phần Container Miền Trung,2017-07-17,STOCK,HNX,Container M.Trung,Central Container Joint stock company,VN000000VSM7,listed,
ATB,Công ty Cổ phần An Thịnh,2017-08-25,STOCK,UPCOM,CTCP An Thịnh,An Thinh Joint Stock Company,VN000000ATB2,listed,
CCP,Công ty Cổ phần Cảng Cửa Cấm Hải Phòng,2017-03-16,STOCK,UPCOM,Cảng Cửa Cấm HP,Hai Phong Cua Cam Port Joint Stock Company,VN000000CCP4,listed,
C69,Công ty cổ phần Xây dựng 1369,2017-04-21,STOCK,HNX,CTCP Xây dựng 1369,1369 CONSTRUCTION JOINT STOCK COMPANY,VN000000C697,listed,
CIP,Công ty Cổ phần Xây lắp và Sản xuất công nghiệp,2017-09-27,STOCK,UPCOM,S.xuất C.nghiệp,Construction and Industrial Production Joint Stock Company,VN000000CIP1,listed,
TCJ,Công ty Cổ phần Tô Châu,2017-11-24,STOCK,UPCOM,CTCP Tô Châu,Tochau Joint Stock Company,VN000000TCJ1,listed,
KSE,Công ty cổ phần Xuất khẩu Thủy sản Khánh Hòa,2017-08-11,STOCK,UPCOM,XNK Th.sản Kh.Hòa,Khanh Hoa Seafoods Exporting Joint Stock Company,VN000000KSE7,listed,
SJF,Công Ty Cổ phần Đầu tư Sao Thái Dương,2017-07-05,STOCK,HOSE,ĐT Sao Thái Dương,Sunstar Investment Joint Stock Company,VN000000SJF6,listed,
TSD,Công ty Cổ phần Du lịch Trường Sơn Coecco,2018-01-10,STOCK,UPCOM,Trường Sơn Coecco,TruongSon Tourism Joint Stock Company Coecco,VN000000TSD0,listed,
CIA,Công ty Cổ phần Dịch vụ Sân bay Quốc tế Cam Ranh,2017-11-29,STOCK,HNX,DV S.bay Cam Ranh,Cam Ranh International Airport Services Joint Stock Company,VN000000CIA3,listed,
MND,Công ty Cổ phần Môi trường Nam Định,2017-08-11,STOCK,UPCOM,M.trường Nam Định,Nam Dinh Environment Joint Stock Company,VN000000MND6,listed,
LTG,Công ty Cổ phần Tập đoàn Lộc Trời,2017-07-24,STOCK,UPCOM,Tập đoàn Lộc Trời,Loc Troi Group Joint Stock Company,VN000000LTG8,listed,
MGG,Tổng công ty Đức Giang - Công ty cổ phần,2017-11-06,STOCK,UPCOM,Công ty Đức Giang,Duc Giang Corporation,VN000000MGG3,listed,
FBC,Công ty Cổ phần Cơ khí Phổ Yên,2017-10-20,STOCK,UPCOM,Cơ khí Phổ Yên,Pho Yen Mechanical Joint Stock Company,VN000000FBC7,listed,
FTI,Công ty Cổ phần Công nghiệp - Thương mại Hữu Nghị,2017-10-27,STOCK,UPCOM,T.mại Hữu Nghị,Friendship Trading - Industrial Joint Stock Company,VN000000FTI6,listed,
VPG,Công ty cổ phần Đầu tư Thương mại Xuất nhập khẩu Việt Phát,2018-01-18,STOCK,HOSE,XNK Việt Phát,Viet Phat Import Export Trading Investment Joint Stock Company,VN000000VPG5,listed,
VPW,Công ty Cổ phần Cấp thoát nước số 1 Vĩnh Phúc,2017-11-13,STOCK,UPCOM,C.thoát nc 1 V.Phúc,Vinh Phuc Water Supply and Drainage Joint Stock Company No.1,VN000000VPW2,listed,
DTD,Công ty Cổ phần Đầu tư Phát triển Thành Đạt,2017-11-16,STOCK,HNX,ĐTPT Thành Đạt,Thanh Dat Investment Development Joint Stock Company,VN000000DTD2,listed,HNX30
LG9,Công ty Cổ phần Cơ giới và Xây lắp số 9,2017-12-18,STOCK,UPCOM,Xây lắp số 9,Mechanized Construction And Installation Joint Stock Company,VN000000LG94,listed,
TA6,Công ty cổ phần Đầu tư và Xây lắp Thành An 665,2017-11-28,STOCK,UPCOM,X.lắp Thành An 665,"Thanh An 665 Investment, Installation and Construction Joint Stock Company",VN000000TA68,listed,
ASG,Công ty Cổ phần Tập đoàn ASG,2020-09-24,STOCK,HOSE,Tập đoàn ASG,ASG CORPORATION,VN000000ASG3,listed,
MBN,Công ty cổ phần Môi trường và Công trình đô thị Bắc Ninh,2018-10-03,STOCK,UPCOM,M.trg Đ.thị B.Ninh,Bac Ninh Urban Environment And Public Works Joint Stock Company,VN000000MBN0,listed,
NAU,Công ty Cổ phần Môi trường và Công trình Đô thị Nghệ An,2018-06-29,STOCK,UPCOM,M.trg Đ.thị N.An,Nghe An Urban Environment And Works Joint Stock Company,VN000000NAU5,listed,
CDP,Công ty cổ phần Dược phẩm Trung ương Codupha,2018-07-13,STOCK,UPCOM,Dược phẩm Codupha,Codupha Central Pharmaceutical Joint Stock Company,VN000000CDP2,listed,
TGG,Công ty Cổ phần Xây dựng và Đầu tư Trường Giang,2018-05-25,STOCK,HOSE,Đ.tư Trường Giang,Truong Giang Investment and Construction Joint Stock Company,VN000000TGG8,listed,
SBH,Công ty Cổ phần Thủy điện Sông Ba Hạ,2018-06-07,STOCK,UPCOM,T.điện Sông Ba Hạ,Song Ba Ha Hydro Power Join Stock Company,VN000000SBH9,listed,
DTP,Công ty cổ phần Dược phẩm CPC1 Hà Nội,2020-06-18,STOCK,UPCOM,Dược phẩm CPC1 Hà Nội,Ha Noi CPC1 Pharmaceutical Joint Stock Company,VN000000DTP6,listed,
DWS,Công ty cổ phần Cấp nước và Môi trường đô thị Đồng Tháp,2019-01-24,STOCK,UPCOM,C.nước và MTĐT Đ.Tháp,Dong Thap Water Supply & Environment Joint – Stock Company,VN000000DWS4,listed,
C4G,Công ty cổ phần Tập đoàn CIENCO4,2018-12-10,STOCK,UPCOM,CTCP Tập đoàn CIENCO4,CIENCO4 Group Joint Stock Company,VN000000C4G0,listed,
BOT,Công ty cổ phần BOT Cầu Thái Hà,2019-02-14,STOCK,UPCOM,BOT Cầu Thái Hà,Thai Ha Bridge BOT Joint Stock Company,VN000000BOT3,listed,
DNB,Công ty TNHH MTV Sách và Thiết bị trường học tỉnh Đắk Nông,2019-06-25,STOCK,UPCOM,Sách Đắk Nông,Book and Educational equipment of Dak Nong Company Limited,VN000000DNB9,listed,
MCM,CÔNG TY CỔ PHẦN GIỐNG BÒ SỮA MỘC CHÂU,2020-12-18,STOCK,UPCOM,Giống Bò sữa Mộc Châu,MOCCHAU DAIRY CATTLE BREEDING JOINT STOCK COMPANY,VN000000MCM0,listed,
GIC,Công ty Cổ phần Đầu tư dịch vụ và Phát triển Xanh,2020-11-06,STOCK,HNX,Đầu tư dịch vụ và Phát triển Xanh,GREEN DEVELOPMENT AND INVESTMENT SERVICE JOINT STOCK COMPANY,VN000000GIC0,listed,
TDF,Công ty cổ phần Trung Đô,2020-05-12,STOCK,UPCOM,CTCP Trung Đô,Trung Do Joint - Stock Company,VN000000TDF7,listed,
NNQ,Công ty cổ phần Giống nông nghiệp Quảng Nam,2020-02-20,STOCK,UPCOM,Giống Nông nghiệp Q.Nam,Quang Nam Agricultural Varieties Joint Stock Company,VN000000NNQ6,listed,
ADG,Công ty Cổ phần Clever Group,2019-12-26,STOCK,UPCOM,CTCP Clever Group,Clever Group Corporation,VN000000ADG5,listed,
CCA,Công ty cổ phần Xuất nhập khẩu Thủy sản Cần Thơ,2019-12-26,STOCK,UPCOM,XNK Thủy sản Cần Thơ,Can Tho Import Export Seafood Joint Stock Company,VN000000CCA6,listed,
HAW,Trung tâm Nước sạch và Vệ sinh môi trường nông thôn,2020-07-02,STOCK,UPCOM,Vệ sinh m.trg nông thôn,Provincial Center For Rural Water Supply and Sanitation,VN000000HAW3,listed,
CID,Công ty Cổ phần Xây dựng và phát triển cơ sở hạ tầng,2016-05-10,STOCK,UPCOM,P.triển hạ tầng,Construction and Infrastructure Development Joint Stock Corporation,VN000000CID7,listed,
LAF,Công ty Cổ phần Chế biến hàng xuất khẩu Long An,2000-12-15,STOCK,HOSE,C.biến XK Long An,Long An Food Procesing Export Joint Stock Company,VN000000LAF0,listed,
COM,Công ty Cổ phần Vật Tư - Xăng Dầu,2006-08-07,STOCK,HOSE,Vật Tư - Xăng Dầu,Materials - Petroleum Joint Stock Company,VN000000COM6,listed,
BSI,Công ty Cổ phần Chứng khoán Ngân hàng Đầu tư và Phát triển Việt Nam,2011-07-19,STOCK,HOSE,Chứng khoán BIDV,BIDV Securities Joint Stock Company,VN000000BSI7,listed,
DPC,Công ty Cổ phần nhựa Đà Nẵng,2009-06-10,STOCK,HNX,CTCP nhựa Đà Nẵng,Da Nang plastic Joint Stock Company,VN000000DPC2,listed,
HCM,Công ty Cổ phần Chứng khoán Thành phố Hồ Chí Minh,2009-05-19,STOCK,HOSE,Chứng khoán HSC,Ho Chi Minh City Securities Corporation,VN000000HCM0,listed,
M10,Tổng công ty May 10 - Công ty Cổ phần,2018-01-10,STOCK,UPCOM,Tổng CT May 10,Garment 10 Corporation - Joint Stock Company,VN000000M100,listed,
ONW,Công ty Cổ phần Dịch vụ Một Thế Giới,2017-02-17,STOCK,UPCOM,DV Một thế giới,One World Services Joint Stock Company,VN000000ONW2,listed,
BTS,Công ty Cổ phần Xi măng Vicem Bút Sơn,2006-12-05,STOCK,HNX,Xi măng Bút Sơn,Vicem But Son Cement Joint Stock Company,VN000000BTS4,listed,
BID,Ngân hàng Thương mại Cổ phần Đầu tư và Phát triển Việt Nam ,2014-01-24,STOCK,HOSE,Ngân hàng BIDV,Bank for Investment and development of Vietnam,VN000000BID9,listed,VN30
SCD,Công ty Cổ phần Nước Giải khát Chương Dương (CDBECO),2006-12-25,STOCK,HOSE,Nc g.khát Ch.Dương,Chuong Duong Beverages Company,VN000000SCD6,listed,
SSI,Công ty Cổ phần chứng khoán SSI,2007-10-29,STOCK,HOSE,Chứng khoán SSI,SSI Securities Corporation,VN000000SSI1,listed,VN30
VCC,Công ty Cổ phần Vinaconex 25,2009-02-05,STOCK,HNX,CTCP Vinaconex 25,Vinaconex 25 Joint Stock Company,VN000000VCC2,listed,
CLC,Công ty Cổ phần Cát Lợi,2006-11-16,STOCK,HOSE,CTCP Cát Lợi,Cat Loi Joint Stock Company,VN000000CLC3,listed,
THT,Công ty Cổ phần than Hà Tu – Vinacomin,2008-10-24,STOCK,HNX,Than Hà Tu,Vinacomin - Ha Tu Coal Joint Stock Company,VN000000THT9,listed,
SPD,Công ty Cổ phần Xuất nhập khẩu Thủy sản miền Trung ,2010-04-22,STOCK,UPCOM,T.sản miền Trung,DaNang Seaproducts Import Export Join Stock Corporation,VN000000SPD8,listed,
VLF,Công ty Cổ phần Lương thực thực phẩm Vĩnh Long,2016-05-13,STOCK,UPCOM,L.thực Vĩnh Long,Vinh Long Cereal And Food Import Export Joint Stock Company,VN000000VLF6,listed,
VPS,Công ty Cổ phần thuốc sát trùng Việt Nam ,2015-08-19,STOCK,HOSE,Thuốc sát trùng VN,Vietnam pesticide joint stock company,VN000000VPS0,listed,
SPA,Công ty cổ phần Bao bì Sài Gòn,2016-12-28,STOCK,UPCOM,Bao bì Sài Gòn,SaiGon Packaging Joint Stock Company,VN000000SPA4,listed,
DXL,Công ty Cổ phần Du lịch và Xuất nhập khẩu Lạng Sơn ,2010-06-28,STOCK,UPCOM,XNK Lạng Sơn,Lang Son Tourism And Import – Export Joint Stock Company,VN000000DXL7,listed,
SDT,Công ty Cổ phần Sông Đà 10 ,2006-12-14,STOCK,HNX,CTCP Sông Đà 10,Song Da No 10 Joint Stock Company,VN000000SDT0,listed,
LTC,Công ty Cổ phần Điện nhẹ Viễn thông,2019-07-05,STOCK,UPCOM,Điện nhẹ V.thông,Low Current - Telecom Joint Stock Company,VN000000LTC7,listed,
SAB,Tổng Công ty Cổ phần Bia - Rượu - Nước giải khát Sài Gòn,2016-12-06,STOCK,HOSE,SABECO,Saigon Beer – Alcohol – Beverage Corporation,VN000000SAB4,listed,VN30
CTN,Công ty Cổ phần Xây dựng Công trình ngầm ,2016-05-26,STOCK,UPCOM,XD Công trình ngầm,Underground Works Construction Joint Stock Company - VINAVICO,VN000000CTN3,listed,
POT,Công ty Cổ phần Thiết bị Bưu Điện,2006-12-20,STOCK,HNX,Thiết bị Bưu Điện,Post and Telecommunication Equipment Factory,VN000000POT3,listed,
S99,Công ty Cổ phần SCI,2006-12-22,STOCK,HNX,CTCP SCI,SCI Joint Stock Company,VN000000S990,listed,
AUM,Công ty Cổ phần Vinacafe Sơn Thành,2016-09-26,STOCK,UPCOM,Vinacafe Sơn Thành,VINACAFE SON THANH JOINT STOCK COMPANY,VN000000AUM7,listed,
PLC,Tổng Công ty Hóa dầu Petrolimex - CTCP,2006-12-27,STOCK,HNX,Hóa dầu Petrolimex,Petrolimex Petrochemical Corporation - JSC,VN000000PLC5,listed,
SIC,Công ty Cổ phần ANI,2006-12-27,STOCK,HNX,CTCP ANI,ANI Joint Stock Company,VN000000SIC5,listed,
HNM,Công ty Cổ phần Sữa Hà Nội,2020-06-19,STOCK,UPCOM,CTCP Sữa Hà Nội,Ha Noi Milk Joint Stock Company,VN000000HNM7,listed,
HBC,Công ty Cổ phần Tập đoàn Xây dựng Hòa Bình,2006-12-27,STOCK,HOSE,Xây dựng Hòa Bình,Hoabinh Construction Group Joint Stock Company,VN000000HBC3,listed,
MCP,Công ty Cổ phần In và Bao bì Mỹ Châu,2006-12-28,STOCK,HOSE,Bao bì Mỹ Châu,My Chau Printing & Packaging Holdings Co,VN000000MCP3,listed,
TCR,Công ty Cổ phần Công Nghiệp Gốm sứ Taicera ,2006-12-29,STOCK,HOSE,Gốm sứ Taicera,"TAICERA Enterprise Co., Ltd.",VN000000TCR4,listed,
S12,Công ty Cổ phần Sông Đà 12 ,2016-05-26,STOCK,UPCOM,CTCP Sông Đà 12,Song Da 12 Joint Stock Company,VN000000S123,listed,
PVT,Tổng Công ty Cổ phần Vận tải dầu khí,2007-12-10,STOCK,HOSE,TCT V.tải dầu khí,Petrovietnam Transportation Corporation,VN000000PVT8,listed,
PVG,CÔNG TY CỔ PHẦN KINH DOANH LPG VIỆT NAM,2009-01-07,STOCK,HNX,Kinh doanh LPG,PETRO VIETNAM LPG JOINT STOCK COMPANY,VN000000PVG5,listed,
PHR,Công ty Cổ phần Cao su Phước Hòa ,2009-08-18,STOCK,HOSE,Cao su Phước Hòa,Phuoc Hoa Rubber Joint Stock Company,VN000000PHR1,listed,
VIM,Công ty Cổ phần Khoáng sản Viglacera,2017-01-24,STOCK,UPCOM,K.sản Viglacera,Viglacera Mineral Joint Stock Company,VN000000VIM8,listed,
BAX,Công ty Cổ phần Thống Nhất,2017-03-24,STOCK,HNX,CTCP Thống Nhất,Thong Nhat Joint Stock Company,VN000000BAX4,listed,
CVT,Công ty Cổ phần CMC,2017-10-05,STOCK,HOSE,CTCP CMC,CMC Joint Stock Company,VN000000CVT6,listed,
L10,Công ty Cổ phần LILAMA 10,2007-12-25,STOCK,HOSE,CTCP LILAMA 10,LILAMA 10 Joint Stock Company,VN000000L102,listed,
MRF,Công ty cổ phần Merufa,2017-12-12,STOCK,UPCOM,CTCP Merufa,Merufa Joint Stock Company,VN000000MRF2,listed,
VMI,Công ty Cổ phần Khoáng sản và Đầu tư VISACO,2014-10-09,STOCK,HNX,K.sản Đ.tư VISACO,VISACO MINERAL AND INVESTMENT JOINT STOCK COMPANY,VN000000VMI8,listed,
SBD,Công ty cổ phần Công nghệ Sao Bắc Đẩu,2017-02-16,STOCK,UPCOM,Công nghệ Sao Bắc Đẩu,SaoBacDau Technologies Corporation,VN000000SBD8,listed,
VST,Công ty Cổ phần Vận tải và Thuê tàu biển Việt Nam,2015-06-10,STOCK,UPCOM,Thuê tàu biển VN,Viet Nam Sea Transport and Chartering Joint Stock Company,VN000000VST2,listed,
SD1,Công ty Cổ phần Sông Đà 1,2015-06-08,STOCK,UPCOM,CTCP Sông Đà 1,Song Da 1 Joint Stock Company,VN000000SD17,listed,
NDT,Tổng Công ty cổ phần Dệt May Nam Định,2018-09-11,STOCK,UPCOM,Dệt may Nam Định,Nam Dinh Textile Garment Joint Stock Corporation,VN000000NDT1,listed,
TNB,Công ty Cổ phần Thép Nhà Bè - VNSTEEL,2010-04-16,STOCK,UPCOM,Thép Nhà Bè,VNSTEEL - Nha Be Steel Joint Stock Company,VN000000TNB5,listed,
CLH,Công ty Cổ phần xi măng La Hiên - VVMI,2016-06-07,STOCK,HNX,Xi măng La Hiên,La Hien Cement Joint Stock Company,VN000000CLH2,listed,
ST8,Công ty Cổ phần Siêu Thanh ,2007-12-18,STOCK,HOSE,CTCP Siêu Thanh,Sieu Thanh Joint Stock Company,VN000000ST84,listed,
XMC,Công ty cổ phần Đầu tư và Xây dựng Xuân Mai,2019-06-28,STOCK,UPCOM,Đ.tư và XD Xuân Mai,Xuan Mai Investment And Construction Corporation,VN000000XMC7,listed,
BTH,Công ty Cổ phần Chế tạo Biến thế và Vật liệu điện Hà Nội,2017-09-27,STOCK,UPCOM,Biến thế Hà Nội,Ha Noi Transformer Manufacturing and Electric Material Joint Stock Company,VN000000BTH7,listed,
CHC,Công ty cổ phần Cẩm Hà,2017-02-16,STOCK,UPCOM,CTCP Cẩm Hà,Cam Ha Joint Stock Company,VN000000CHC1,listed,
SBS,Công ty Cổ phần Chứng khoán Ngân hàng Sài Gòn Thương tín ,2014-04-28,STOCK,UPCOM,CK Sacombank,Sacombank Securities Joint Stock Company,VN000000SBS6,listed,
SRA,Công ty Cổ phần Sara Việt Nam ,2008-01-18,STOCK,HNX,Sara Việt Nam,SARA Viet Nam Joint Stock Company,VN000000SRA0,listed,
SCR,Công ty Cổ phần Địa ốc Sài Gòn Thương Tín,2016-11-18,STOCK,HOSE,Địa ốc Sacomreal,Sai Gon Thuong Tin Real Estate Joint Stock Company,VN000000SCR6,listed,
DXV,Công ty Cổ phần ViCem Vật liệu xây dựng Đà Nẵng,2008-02-26,STOCK,HOSE,VLXD Đà Nẵng,Da Nang Construction Building Materials And Cement Joint Stock Company,VN000000DXV6,listed,
SRB,Công ty Cổ phần Tập đoàn SARA ,2016-05-26,STOCK,UPCOM,CTCP Tập đoàn SARA,SARA Group Joint Stock Company,VN000000SRB8,listed,
S4A,Công ty Cổ phần Thủy điện Sê San 4A,2016-05-27,STOCK,HOSE,Th.điện Sê San 4A,SeSan 4A HydroElectric Joint Stock Compnay,VN000000S4A5,listed,
L18,Công ty Cổ phần Đầu tư và Xây dựng số 18,2008-04-23,STOCK,HNX,Xây dựng số 18,Construction and Investment JSC No18,VN000000L185,listed,
VKP,Công ty Cổ phần Nhựa Tân Hóa,2013-11-15,STOCK,UPCOM,CTCP Nhựa Tân Hóa,VIKY Plastic Joint Stock Company,VN000000VKP7,listed,
ITC,Công ty Cổ phần Đầu tư - Kinh doanh nhà,2009-10-19,STOCK,HOSE,Đ.tư K.doanh nhà,Investment and Trading Of Real Estate Joint Stock Company,VN000000ITC3,listed,
KKC,Công ty Cổ phần Kim khí KKC,2008-08-21,STOCK,HNX,CTCP Kim khí KKC,KKC Metal Joint Stock Comapany,VN000000KKC8,listed,
MKV,Công ty Cổ phần Dược thú y Cai Lậy ,2008-11-21,STOCK,HNX,Dược thú y Cai Lậy,CaiLay Veterinary Pharmaceutical Joint Stock Company,VN000000MKV4,listed,
VGS,Công ty Cổ phần Ống thép Việt Đức VG PIPE,2008-12-04,STOCK,HNX,Ống thép Việt Đức,Vietnam Germany Steel Pipe Joint Stock Company,VN000000VGS9,listed,
VHL,Công ty Cổ phần Viglacera Hạ Long,2009-02-12,STOCK,HNX,Viglacera Hạ Long,Viglacera Ha Long Joint Stock Company,VN000000VHL2,listed,
PME,Công ty Cổ phần Pymepharco,2017-11-08,STOCK,HOSE,CTCP Pymepharco,Pymepharco Joint Stock Company,VN000000PME9,listed,
PVA,Công ty Cổ phần Tổng Công ty Xây lắp Dầu khí Nghệ An,2014-10-01,STOCK,UPCOM,X.lắp D.khí N.An,PetroVietnam - Nghe An Construction Joint Stock Company,VN000000PVA8,listed,
BKC,Công ty Cổ phần Khoáng sản Bắc Kạn ,2009-08-18,STOCK,HNX,K.sản Bắc Kạn,Bac Kan Mineral Joint Stock Corporation,VN000000BKC7,listed,
VNI,Công ty Cổ phần Đầu tư bất động sản Việt Nam,2015-06-04,STOCK,UPCOM,ĐT bất động sản VN,Vien Nam Land Investment Corporation,VN000000VNI6,listed,
DC2,Công ty Cổ phần Đầu tư phát triển - Xây dựng (DIC) số 2,2010-07-02,STOCK,HNX,Xây dựng (DIC) 2,Development Investment Construction Number 2 Joint Stock Company,VN000000DC23,listed,
LGL,Công ty Cổ phần Đầu tư và Phát triển Đô thị Long Giang,2009-10-08,STOCK,HOSE,Đô thị Long Giang,Long Giang Investment and Urban Development Joint Stock Company,VN000000LGL5,listed,
TV2,Công ty Cổ phần Tư vấn Xây dựng điện 2,2019-06-06,STOCK,HOSE,Tư vấn XD điện 2,Power Engineering Consulting Joint Stock Stock Company 2,VN000000TV22,listed,
CMI,Công ty Cổ phần CMISTONE Việt Nam,2019-06-14,STOCK,UPCOM,CMISTONE Việt Nam,Cmistone Viet Nam Joint Stock Company,VN000000CMI8,listed,
CSC,Công ty cổ phần Tập đoàn COTANA,2009-11-04,STOCK,HNX,COTANA,COTANA Group Joint Stock Company,VN000000CSC8,listed,
TV3,Công ty Cổ phần Tư vấn xây dựng điện 3,2009-12-01,STOCK,HNX,Tư vấn XD điện 3,Power Engineering Consulting Joint Stock Company,VN000000TV30,listed,
SQC,Công ty Cổ phần Khoáng sản Sài Gòn - Quy Nhơn ,2016-05-26,STOCK,UPCOM,K.sản SG - Q.Nhơn,Sai Gon – Quy Nhon Mining Corporation,VN000000SQC8,listed,
VIX,CÔNG TY CỔ PHẦN CHỨNG KHOÁN VIX,2009-12-29,STOCK,HNX,CHỨNG KHOÁN VIX,VIX SECURITIES JOINT STOCK COMPANY,VN000000VIX5,listed,HNX30
IHK,Công ty Cổ phần In Hàng không ,2010-03-04,STOCK,UPCOM,In Hàng không,Aviation Printing Joint Stock Company,VN000000IHK1,listed,
CGV,Công ty cổ phần Sành sứ Thủy tinh Việt Nam,2017-06-21,STOCK,UPCOM,Sứ Thủy tinh VN,Vietnam Ceramic Glass Joint stock company,VN000000CGV3,listed,
CPC,Công ty Cổ phần Thuốc sát trùng Cần Thơ,2010-01-18,STOCK,HNX,Sát trùng Cần Thơ,Can Tho Pesticides Joint Stock Company,VN000000CPC4,listed,
TMT,Công ty Cổ phần Ô tô TMT ,2010-01-22,STOCK,HOSE,CTCP Ô tô TMT,TMT Motors Corporation,VN000000TMT9,listed,
TTG,Công ty Cổ phần May Thanh Trì ,2010-02-02,STOCK,UPCOM,May Thanh Trì,Thanh Tri Garment Joint Stock Company,VN000000TTG1,listed,
CMT,Công ty Cổ phần Công nghệ Mạng và Truyền thông,2019-04-24,STOCK,UPCOM,C.nghệ mạng & Tr.thông,Information And Networking Technology Joint Stock Company,VN000000CMT5,listed,
L35,Công ty Cổ phần Cơ khí lắp máy Lilama ,2010-03-25,STOCK,HNX,Cơ khí Lilama,Erection Mechanical Joint Stock Company,VN000000L359,listed,
VNH,Công ty Cổ phần Thủy hải sản Việt Nhật,2017-03-31,STOCK,UPCOM,T.sản Việt Nhật,Viet Nhat Seafood Corporation,VN000000VNH8,listed,
TNT,Công ty Cổ phần Tài Nguyên ,2010-05-21,STOCK,HOSE,CTCP Tài Nguyên,Tai Nguyen Corporation,VN000000TNT7,listed,
ICI,Công ty Cổ phần Đầu tư và Xây dựng Công nghiệp,2010-07-06,STOCK,UPCOM,ĐT&XD Công nghiệp,Industrial Construction and Investment Joint stock company,VN000000ICI6,listed,
NHA,Tổng Công ty Đầu tư Phát triển Nhà và Đô thị Nam Hà Nội,2010-07-13,STOCK,HNX,Đô thị Nam Hà Nội,Ha Noi South Housing And Urban Development Corporation,VN000000NHA2,listed,
HBS,Công ty Cổ phần Chứng khoán Hòa Bình,2010-07-16,STOCK,HNX,CK Hòa Bình,Hoa Binh Securities Joint Stock Company,VN000000HBS9,listed,
CTX,Tổng Công ty Cổ phần Đầu tư xây dựng và Thương mại Việt Nam,2012-05-24,STOCK,HNX,Đ.tư XD T.mại VN,Viet  Nam  Investment  Construction  and  Trading  Joint  Stock Corporation,VN000000CTX2,listed,
ANT,Công ty Cổ phần Rau quả thực phẩm An Giang,2016-12-22,STOCK,UPCOM,R.quả Th.phẩm An Giang,An Giang Fruit-vegetable & Foodstuff JSC,VN000000ANT7,listed,
RCC,Công ty cổ phần Tổng Công ty Công trình Đường sắt,2016-12-02,STOCK,UPCOM,TCT C.trình Đ.sắt,Railway Construction Corporation Joint Stock Company,VN000000RCC0,listed,
TFC,Công ty cổ phần Trang,2015-12-03,STOCK,HNX,CTCP Trang,TRANG CORPORATION,VN000000TFC9,listed,
VAF,Công ty Cổ phần Phân lân nung chảy Văn Điển,2015-06-23,STOCK,HOSE,Phân lân Văn Điển,Van Dien Fused Magnesium Phosphate Fertilizer Joint Stock Company,VN000000VAF9,listed,
SMB,Công ty Cổ phần Bia Sài Gòn - Miền Trung ,2018-08-03,STOCK,HOSE,Bia SG Miền Trung,Sai Gon -Mien Trung Beer Joint Stock Company,VN000000SMB9,listed,
MTP,Công ty cổ phần Dược Medipharco,2010-09-23,STOCK,UPCOM,Dược Medipharco,Medipharco Pharmaceutical Joint Stock Company,VN000000MTP7,listed,
PMJ,Công ty Cổ phần vật tư Bưu điện,2016-06-29,STOCK,UPCOM,vật tư Bưu điện,P&T Material Supply Joint-Stock Company,VN000000PMJ8,listed,
CTA,Công ty Cổ phần Vinavico ,2019-12-20,STOCK,UPCOM,CTCP Vinavico,Vinavico Joint Stock Company,VN000000CTA0,listed,
BSC,Công ty Cổ phần Dịch vụ Bến Thành,2011-01-05,STOCK,HNX,DV Bến Thành,Ben Thanh Service Joint Stock Company,VN000000BSC0,listed,
MDG,Công ty Cổ phần Miền Đông,2011-01-12,STOCK,HOSE,CTCP Miền Đông,Mien Dong Joint Stock Company,VN000000MDG0,listed,
VDT,Công ty Cổ phần Lưới thép Bình Tây ,2011-03-01,STOCK,UPCOM,Lưới thép Bình Tây,Binh Tay Steel Wire Netting Joint Stock Company,VN000000VDT4,listed,
MDF,Công ty Cổ phần Gỗ MDF VRG - Quảng Trị,2011-02-25,STOCK,UPCOM,Gỗ MDF VRG Q.Trị,Geruco-Quang Tri Wood Joint Stock Company,VN000000MDF2,listed,
SVN,Công ty cổ phần Tập đoàn Vexilla Việt Nam,2011-07-26,STOCK,HNX,Tập đoàn Vexilla VN,Vexilla Viet Nam Group Joint Stock Company,VN000000SVN5,listed,
THG,Công ty Cổ phần Đầu tư và Xây dựng Tiền Giang ,2011-07-28,STOCK,HOSE,ĐT XD Tiền Giang,Tien Giang Investment and Construction Joint Stock Company,VN000000THG6,listed,
DNL,Công ty Cổ phần Logistic Cảng Đà Nẵng ,2011-08-18,STOCK,UPCOM,Logistic Cảng ĐN,Da Nang Logistics Joint Stock Company,VN000000DNL8,listed,
DRL,Công ty Cổ phần Thủy Điện - Điện lực 3,2012-04-11,STOCK,HOSE,Th.Điện - Đ.lực 3,Hydro Power Joint Stock Company – Power No.3,VN000000DRL9,listed,
