code,companyName,listedDate,type,floor,shortName,companyNameEng,isin,status,indexCode
PCC,Công ty cổ phần Tập đoàn Xây lắp 1 - Petrolimex,2017-11-14,STOCK,UPCOM,X.lắp 1 Petrolimex,Petrolimex Construction 1 Joint Stock Company Group,VN000000PCC4,listed,
USC,Công ty Cổ phần Khảo sát và Xây dựng - USCO,2017-02-06,STOCK,UPCOM,USCO,Union of Survey and Construction Joint Stock Company,VN000000USC0,listed,
APL,Công ty cổ phần Cơ khí và thiết bị áp lực – VVMI,2016-10-14,STOCK,UPCOM,Cơ khí T.bị áp lực,VVMI – Mechanical And Pressure Equipment Joint Stock Company,VN000000APL9,listed,
DAH,Công ty cổ phần Tập đoàn Khách sạn Đông Á,2016-10-10,STOCK,HOSE,Khách Sạn Đông Á,Dong A Hotel Group Joint Stock Company,VN000000DAH3,listed,
UCT,Công ty cổ phần Đô thị Cần Thơ,2016-11-15,STOCK,UPCOM,Đô Thị Cần Thơ,Can Tho Urban Joint Stock Company,VN000000UCT8,listed,
HLR,Công ty cổ phần Đường sắt Hà Lạng,2016-11-28,STOCK,UPCOM,Đ.sắt Hà Lạng,Ha Lang Railways Joint Stock Company,VN000000HLR0,listed,
HTU,Công ty Cổ phần Môi trường và Công trình đô thị Hà Tĩnh,2016-12-02,STOCK,UPCOM,M.trg Đ.thị H.Tĩnh,Ha Tinh Urban and Environment Joint Stock Company,VN000000HTU7,listed,
SZE,Công ty cổ phần Môi trường Sonadezi,2016-12-09,STOCK,UPCOM,M.trường Sonadezi,Sonadezi Environment Joint Stock Company,VN000000SZE5,listed,
IST,Công ty cổ phần ICD Tân Cảng Sóng Thần,2017-01-05,STOCK,UPCOM,Tân Cảng Sóng Thần,Tan Cang Song Than ICD Joint Stock Company,VN000000IST9,listed,
VPR,CÔNG TY CỔ PHẦN VINAPRINT,2016-12-20,STOCK,UPCOM,CTCP VINAPRINT,VINAPRINT CORPORATION,VN000000VPR2,listed,
CMD,Công ty cổ phần Vật liệu Xây dựng và Trang trí nội thất Thành phố Hồ Chí Minh,2019-07-05,STOCK,UPCOM,XD & trang trí HCM,Construction Material & Interior Decoration Joint Stock Company,VN000000CMD9,listed,
RTH,Công ty cổ phần Đường sắt Thanh Hóa,2017-03-01,STOCK,UPCOM,Đ.sắt Thanh Hóa,Thanh Hoa Railway Joint Stock Company,VN000000RTH3,listed,
HTR,Công ty cổ phần Đường sắt Hà Thái,2017-02-22,STOCK,UPCOM,Đ.sắt Hà Thái,HaThai Railway Joint Stock Company,VN000000HTR3,listed,
TRT,Công ty cổ phần Trúc Thôn,2017-03-16,STOCK,UPCOM,CTCP Trúc Thôn,Tructhon Joint Stock Company,VN000000TRT8,listed,
CEG,Công ty Cổ phần Tập đoàn Xây dựng và thiết bị Công nghiệp,2017-05-17,STOCK,UPCOM,Tập đoàn XD & T.bị CN,Construction and Industry Equipment Group Corporation,VN000000CEG9,listed,
ABR,Công ty Cổ phần Đầu tư Nhãn hiệu Việt,2018-06-12,STOCK,UPCOM,ĐT Nhãn Hiệu Việt,Viet Brand Invest Joint Stock Company,VN000000ABR6,listed,
TTJ,Công ty Cổ phần Thủy Tạ,2017-06-20,STOCK,UPCOM,CTCP Thủy Tạ,Thuy Ta Joint Stock Company,VN000000TTJ5,listed,
BMD,Công ty Cổ phần Môi trường và Dịch vụ Đô thị Bình Thuận,2017-06-14,STOCK,UPCOM,Đ.thị Bình Thuận,Binh Thuan Environmental Urban Service Joint stock company,VN000000BMD1,listed,
CVH,"Công ty Cổ phần Công viên, Cây xanh Hải Phòng",2017-06-20,STOCK,UPCOM,Cây xanh Hải Phòng,Hai Phong Green Park Joint stock company,VN000000CVH1,listed,
HLS,Công ty Cổ phần Sứ kỹ thuật Hoàng Liên Sơn,2017-10-16,STOCK,UPCOM,Sứ Hoàng Liên Sơn,Hoang Lien Son Technical Ceramics Joint Stock Company,VN000000HLS8,listed,
EME,Công ty Cổ phần Điện Cơ,2017-07-17,STOCK,UPCOM,CTCP Điện Cơ,Electro Mechanical Corporation,VN000000EME3,listed,
TOT,Công ty cổ phần Vận tải Transimex,2017-07-17,STOCK,UPCOM,Vận tải Transimex,Transimex Transportation Joint Stock Company,VN000000TOT5,listed,
DS3,Công ty Cổ phần Quản lý Đường sông số 3,2017-08-21,STOCK,HNX,Đường sông số 3,Inland Waterway Management Joint Stock Company N0 3,VN000000DS33,listed,
LBC,Công ty cổ phần Thương mại - Đầu tư Long Biên,2017-08-16,STOCK,UPCOM,Đầu tư Long Biên,Long Bien Joint Stock Company,VN000000LBC5,listed,
MQB,Công ty Cổ phần Môi trường và Phát triển đô thị Quảng Bình,2017-11-08,STOCK,UPCOM,Đô thị Quảng Bình,Quang Binh Environment and Urban Development Joint Stock Company,VN000000MQB3,listed,
PLA,Công ty cổ phần Đầu tư và Dịch vụ Hạ tầng Xăng Dầu,2017-11-20,STOCK,UPCOM,Hạ tầng Xăng Dầu,Petroleum Logistic Service and Investment Joint Stock Company,VN000000PLA9,listed,
DCH,Công ty Cổ phần Địa chính Hà Nội,2018-04-23,STOCK,UPCOM,HCSC,Hanoi Cadastral Survey Joint Stock Company,VN000000DCH9,listed,
SON,Công ty cổ phần Cung ứng Nhân lực Quốc tế và Thương mại,2018-01-05,STOCK,UPCOM,Nhân lực Quốc tế,International Manpower Supply and Trade Joint Stock Company,VN000000SON0,listed,
PMG,Công ty Cổ phần Đầu tư và Sản xuất Petro Miền Trung,2018-01-25,STOCK,HOSE,Petro Miền Trung,PETRO CENTER CORPORATION,VN000000PMG4,listed,
BSA,Công ty cổ phần Thủy điện Buôn Đôn,2018-08-20,STOCK,UPCOM,Th.điện Buôn Đôn,BUON DON HYDROPOWER JOINT STOCK COMPANY,VN000000BSA4,listed,
DM7,Công ty cổ phần Dệt May 7,2018-10-15,STOCK,UPCOM,Dệt May 7,Det May 7 Joint Stock Company,VN000000DM70,listed,
VHI,Công ty Cổ phần Kinh doanh và Đầu tư Việt Hà,2020-01-08,STOCK,UPCOM,K.doanh Đầu tư Việt Hà,VIETHA INVESTMENT AND TRADING JOINT STOCK COMPANY,VN000000VHI8,listed,
CRE,Công ty Cổ phần Bất động sản Thế kỷ,2018-09-05,STOCK,HOSE,BĐS Thế kỷ,Century Land Joint Stock Company,VN000000CRE6,listed,
TKA,Công ty Cổ phần Bao bì Tân Khánh An,2020-06-03,STOCK,UPCOM,BAO BÌ TÂN KHÁNH AN,TAN KHANH AN PACKAGING JOINT STOCK COMPANY,VN000000TKA3,listed,
FIR,Công ty Cổ phần Địa ốc First Real,2018-10-18,STOCK,HOSE,Địa ốc First Real,First Real Joint Stock Company,VN000000FIR0,listed,
XDH,Công ty cổ phần Đầu tư Xây dựng Dân dụng Hà Nội,2018-10-22,STOCK,UPCOM,XD dân dụng HN,Hanoi Civil Construction Investment Joint Stock Company,VN000000XDH5,listed,
BCB,Công ty cổ phần 397,2018-10-29,STOCK,UPCOM,CTCP 397,397 Joint Stock Company,VN000000BCB6,listed,
NSS,Công ty cổ phần Nông Súc Sản Đồng Nai,2018-10-30,STOCK,UPCOM,Súc Sản Đồng Nai,Dong Nai Agricultural Livestock Product Joint Stock Company,VN000000NSS1,listed,
BNW,Công ty cổ phần Nước sạch Bắc Ninh,2018-12-28,STOCK,UPCOM,Nước sạch Bắc Ninh,Bac Ninh Clean Water Joint Stock Company,VN000000BNW9,listed,
DTB,CÔNG TY CỔ PHẦN CÔNG TRÌNH ĐÔ THỊ BẢO LỘC,2019-07-22,STOCK,UPCOM,ĐÔ THỊ BẢO LỘC,BAO LOC CITY URBAN PROJECTS JOINT STOCK COMPANY,VN000000DTB6,listed,
PQN,Công ty Cổ phần Dịch vụ Dầu khí Quảng Ngãi PTSC,2019-10-04,STOCK,UPCOM,PTSC Quảng Ngãi,PTSC Quang Ngai Joint Stock Company,VN000000PQN1,listed,
MHY,Công ty TNHH MTV Môi trường và Công trình Đô thị Hưng Yên,2019-06-10,STOCK,UPCOM,Đô thị Hưng Yên,Hung Yen Urban Environment and Public Works Company Limited,VN000000MHY4,listed,
EBA,Công ty Cổ phần Điện Bắc Nà,2019-12-31,STOCK,HNX,Điện Bắc Nà,BAC NA ELECTRICITY JOINT STOCK COMPANY,VN000000EBA4,listed,
BNA,Công ty Cổ phần Đầu tư Sản xuất Bảo Ngọc,2020-10-12,STOCK,HNX,Đầu tư SX Bảo Ngọc,Bao Ngoc Investment Production Corporation,VN000000BNA5,listed,
CAM,Công ty cổ phần Môi trường đô thị Cà Mau,2019-08-07,STOCK,UPCOM,Đô thị Cà Mau,Ca Mau Urban Enviroment Limited Company,VN000000CAM5,listed,
THP,Công ty cổ phần Thủy sản và Thương mại Thuận Phước,2019-11-18,STOCK,UPCOM,Thủy sản Thuận Phước,Thuan Phuoc Seafoods and Trading Corporation,VN000000THP7,listed,
HGA,CÔNG TY CP NÔNG NGHIỆP CÔNG NGHỆ CAO HẬU GIANG,2020-02-07,STOCK,UPCOM,Nông nghiệp công nghệ cao Hậu Giang,HAU GIANG HIGH - TECH AGRICULTURE JOINT STOCK COMPANY,VN000000HGA6,listed,
PMS,Công ty Cổ phần Cơ khí Xăng dầu,2009-06-08,STOCK,HNX,Cơ khí Xăng dầu,Petroleum Mechanical Stock Company,VN000000PMS9,listed,
DAC,Công ty Cổ phần Viglacera Đông Anh,2016-04-08,STOCK,UPCOM,Viglacera Đông Anh,Dong Anh Viglacera Joint - stock Company,VN000000DAC4,listed,
BBT,Công ty Cổ phần Bông Bạch Tuyết,2018-06-12,STOCK,UPCOM,Bông Bạch Tuyết,Bach Tuyet Cotton Corporation,VN000000BBT0,listed,
DXP,Công ty Cổ phần Cảng Đoạn Xá,2009-06-08,STOCK,HNX,Cảng Đoạn Xá,Doan Xa Port Joint Stock Company,VN000000DXP8,listed,
HAN,Tổng Công ty Xây dựng Hà Nội,2016-10-20,STOCK,UPCOM,TCT Xây dựng HN,Hanoi Construction Corporation - JSC,VN000000HAN2,listed,
SMC,Công ty Cổ phần đầu tư thương mại SMC ,2006-10-30,STOCK,HOSE,Đ.tư T.mại SMC,SMC  Trading- Investment Joint Stock Company,VN000000SMC7,listed,
NAV,Công ty Cổ phần Nam Việt ,2006-12-22,STOCK,HOSE,CTCP Nam Việt,Nam Viet Joint Stock Company ,VN000000NAV3,listed,
PVI,Công ty Cổ phần PVI,2007-08-10,STOCK,HNX,CTCP PVI,PVI Holdings,VN000000PVI1,listed,
BBH,Công ty cổ phần Bao bì Hoàng Thạch,2020-05-14,STOCK,UPCOM,Bao bì Hoàng Thạch,Hoang Thach Packaging Joint Stock Company,VN000000BBH5,listed,
LLM,Tổng công ty lắp máy Việt Nam - Công ty Cổ phần,2017-08-16,STOCK,UPCOM,LILAMA,Vietnam Machinery Installation Corporation - JSC,VN000000LLM3,listed,
NTP,Công ty Cổ phần Nhựa Thiếu niên Tiền Phong ,2006-12-11,STOCK,HNX,Nhựa Tiền Phong,Tien Phong Plastics Joint Stock Company,VN000000NTP5,listed,HNX30
ABT,Công ty Cổ phần Xuất nhập khẩu thủy sản Bến Tre,2006-12-25,STOCK,HOSE,Thủy sản Bến Tre,Bentre Aquaproduct Import And Export Joint Stock Company,VN000000ABT2,listed,
RAL,Công ty Cổ phần Bóng đèn Phích nước Rạng Đông ,2006-12-06,STOCK,HOSE,Phích Rạng Đông,Rang Dong Light Sources and Vacuum Flask Joint Stock Company,VN000000RAL5,listed,
LSS,Công ty Cổ phần Mía đường Lam Sơn,2008-01-09,STOCK,HOSE,Mía đường Lam Sơn,Lam Son Sugar cane Joint Stock Corporation,VN000000LSS5,listed,
VSG,Công ty Cổ phần Container phía Nam ,2013-06-19,STOCK,UPCOM,Container phía Nam,South Vietnam Container Shipping Joint Stock Company.,VN000000VSG9,listed,
HIG,Công ty Cổ phần Tập đoàn HIPT ,2009-06-24,STOCK,UPCOM,CTCP Tập đoàn HIPT,HIPT Group Joint Stock Company,VN000000HIG9,listed,
DNA,Công ty Cổ phần Điện nước An Giang,2017-10-19,STOCK,UPCOM,Điện nước An Giang,An Giang Power and Water Supply Joint Stock Company,VN000000DHA3,listed,
VTC,Công ty Cổ phần viễn thông VTC,2009-06-08,STOCK,HNX,Viễn thông VTC,VTC Telecommunications Joint Stock Company,VN000000VTC6,listed,
EIB,Ngân hàng Thương mại Cổ phần Xuất nhập khẩu Việt Nam,2009-10-27,STOCK,HOSE,Eximbank,VietNam Export - Import Commercial Joint Stock Bank,VN000000EIB7,listed,VN30
IMP,Công ty Cổ phần dược phẩm Imexpharm,2006-12-04,STOCK,HOSE,Dược Imexpharm,Imexpharm Pharmaceutical Joint Stock Company,VN000000IMP0,listed,
DVN,Tổng công ty Dược Việt Nam - CTCP,2017-05-19,STOCK,UPCOM,Dược Việt Nam,Vietnam Pharmaceutical Corporation - Joint stock company,VN000000DVN7,listed,
DP2,Công ty Cổ phần Dược phẩm Trung ương 2,2017-05-19,STOCK,UPCOM,Dược phẩm TW 2,Central Pharmaceutical Joint stock company No2,VN000000DP28,listed,
HVN,Tổng Công ty Hàng không Việt Nam - CTCP,2019-05-07,STOCK,HOSE,Vietnam Airlines,Vietnam Airlines JSC,VN000000HVN8,listed,
VSF,Tổng Công ty Lương thực Miền Nam – Công ty cổ phần,2018-04-23,STOCK,UPCOM,L.thực miền Nam,Vietnam Southern Food Corporation - Joint Stock Company,VN000000VSF1,listed,
CTB,Công ty Cổ phần Chế tạo Bơm Hải Dương ,2006-10-10,STOCK,HNX,Bơm Hải Dương,Hai Duong Pump Manufacturing Joint Stock Company,VN000000CTB8,listed,
ICN,Công ty Cổ phần Đầu Tư Xây Dựng Dầu Khí IDICO ,2015-06-12,STOCK,UPCOM,Dầu Khí IDICO,IDICO Investment Construction Oil And Natural Gas Joint Stock Company,VN000000ICN6,listed,
TC6,Công ty Cổ phần Than Cọc Sáu - VINACOMIN ,2008-06-26,STOCK,HNX,Than Cọc Sáu,Vinacomin - Coc Sau Coal Joint Stock Company,VN000000TC66,listed,
UDC,Công ty Cổ phần Xây dựng và Phát triển đô thị Bà Rịa - Vũng Tàu,2010-07-05,STOCK,HOSE,Đô thị Bà Rịa VT,Urban Development and Construction Corporation,VN000000UDC2,listed,
TIX,Công ty Cổ phần Sản xuất Kinh doanh Xuất nhập khẩu Dịch vụ và Đầu tư Tân Bình ,2009-11-25,STOCK,HOSE,Đầu tư Tân Bình,Tan Binh Import - Export Joint Stock Corporation,VN000000TIX9,listed,
HLB,Công ty Cổ phần Bia và Nước giải khát Hạ Long,2017-02-08,STOCK,UPCOM,Bia Hạ Long,Halong Beer And Beverage Joint Stock Company,VN000000HLB4,listed,
VTG,Công ty Cổ phần du lịch tỉnh Bà Rịa - Vũng Tàu,2015-12-25,STOCK,UPCOM,D.lịch B.Rịa V.Tàu,Ba Ria - Vung Tau tourist joint stock corporation,VN000000VTG7,listed,
HMC,Công ty Cổ phần Kim khí Thành phố Hồ Chí Minh - VNSTEEL,2006-12-21,STOCK,HOSE,Kim khí HCM,VNSTEEL - HoChiMinh City Metal Corporation,VN000000HMC0,listed,
BRC,Công ty Cổ phần Cao su Bến Thành ,2011-12-13,STOCK,HOSE,Cao su Bến Thành,Ben Thanh Rubber Joint Stock Company,VN000000BRC2,listed,
TRA,Công ty Cổ phần Traphaco ,2008-11-26,STOCK,HOSE,CTCP Traphaco,Traphaco Joint Stock Company,VN000000TRA8,listed,
NSC,Công ty Cổ phần Giống cây trồng Trung Ương ,2006-12-21,STOCK,HOSE,Giống cây trồng TW,National Seed JSC,VN000000NSC5,listed,
VMC,Công ty Cổ phần VIMECO,2006-12-11,STOCK,HNX,CTCP VIMECO,Vimeco Joint Stock Company,VN000000VMC1,listed,HNX30
CMC,Công ty Cổ phần Đầu tư CMC ,2006-12-11,STOCK,HNX,CTCP Đầu tư CMC,Cmc Investment Joint Stock Company,VN000000CMC1,listed,
EBS,Công ty Cổ phần Sách Giáo Dục tại TP Hà Nội,2006-12-21,STOCK,HNX,Sách Giáo Dục HN,Educational Book Joint Stock Company In Hanoi city,VN000000EBS6,listed,
SCC,Công ty Cổ phần Đầu tư thương mại Hưng Long Tỉnh Hòa Bình,2014-08-06,STOCK,UPCOM,T.mại Hưng Long,HOABINH PROVINCE HUNGLONG TRADING INVESTMENT JOINT STOCK COMPANY,VN000000SCC8,listed,
VNC,Công ty Cổ phần Tập đoàn Vinacontrol,2006-12-21,STOCK,HNX,TĐ Vinacontrol,The Vietnam Superintendence and Inspection JSC,VN000000VNC9,listed,
SD5,Công ty Cổ phần Sông Đà 5,2006-12-27,STOCK,HNX,CTCP Sông Đà 5,Song Da 5 Joint Stock Company,VN000000SD58,listed,
VTA,Công ty Cổ phần Vitaly,2011-10-31,STOCK,UPCOM,CTCP Vitaly,Vitaly Joint Stock Company,VN000000VTA0,listed,
VFR,Công ty Cổ phần Vận tải và Thuê tàu - Vietfracht ,2017-06-09,STOCK,UPCOM,V.tải Vietfracht,Transport and Chartering Corporation,VN000000VFR3,listed,
SJ1,Công ty Cổ phần Nông nghiệp Hùng Hậu,2009-06-08,STOCK,HNX,N.nghiệp Hùng Hậu,Hung Hau Agricultural Corporation,VN000000SJ11,listed,
SGD,Công ty Cổ phần Sách Giáo dục tại thành phố Hồ Chí Minh,2006-12-28,STOCK,HNX,Sách Giáo dục HCM,Educational Book Joint Stock Company in Ho Chi Minh City,VN000000SGD7,listed,
TL4,Tổng Công ty Xây dựng Thủy lợi 4 ,2015-02-04,STOCK,UPCOM,TCT XD Thủy lợi 4,Hydraulics Construction Corporation No.4 - Joint Stock Company,VN000000TL40,listed,
MAS,Công ty Cổ phần Dịch vụ hàng không sân bay Đà Nẵng ,2014-07-15,STOCK,HNX,DV sân bay Đà Nẵng,Danang Airport Services Joint Stock Company,VN000000MAS1,listed,
RCL,Công ty Cổ phần Địa ốc Chợ Lớn,2007-06-14,STOCK,HNX,Địa ốc Chợ Lớn,ChoLon Real Estate Joint Stock Company,VN000000RCL1,listed,
WCS,Công ty Cổ phần Bến xe miền Tây,2010-09-17,STOCK,HNX,Bến xe miền Tây,West Coach Station Joint Stock Company,VN000000WCS6,listed,
C36,Công ty Cổ phần Quản Lý và Xây dựng công trình giao thông 236,2017-05-31,STOCK,UPCOM,C.trình GT 236,236 Traffic Project Construction and Management Joint stock company,VN000000C366,listed,
HGW,Công ty TNHH MTV Thương mại - Dịch vụ - Xây dựng Cửu Long,2017-01-11,STOCK,UPCOM,TNHH Cửu Long,Cuu Long Construction Trading Service Limited Liability Company,VN000000HGW0,listed,
TTF,Công ty Cổ phần Tập đoàn Kỹ nghệ gỗ Trường Thành ,2008-02-18,STOCK,HOSE,Gỗ Trường Thành,Truong Thanh Furniture Corporation,VN000000TTF3,listed,
IDC,Tổng Công ty IDICO - CTCP,2019-12-10,STOCK,HNX,TCT IDICO,IDICO Corporation - JSC,VN000000IDC7,listed,
TNG,Công ty Cổ phần Đầu tư và Thương mại TNG ,2007-11-22,STOCK,HNX,Đ.tư T.mại TNG,TNG Investment And Trading Joint Stock Company,VN000000TNG4,listed,HNX30
TDS,Công ty Cổ phần thép Thủ Đức,2011-10-06,STOCK,UPCOM,Thép Thủ Đức,Thu Duc steel joint stock company,VN000000TDS0,listed,
TST,Công ty Cổ phần Dịch vụ Kỹ thuật Viễn thông,2007-12-13,STOCK,HNX,DV KT Viễn thông,Telecommunication Technical Service Joint Stock Company,VN000000TST6,listed,
KMR,Công ty Cổ phần Mirae ,2008-06-30,STOCK,HOSE,CTCP Mirae,Mirae Joint Stock Company,VN000000KMR2,listed,
HSI,Công ty Cổ phần Vật tư Tổng hợp và Phân bón Hóa sinh,2015-05-11,STOCK,UPCOM,Phân bón Hóa sinh,General Materials Biochemistry Fertilizer Joint Stock Company,VN000000HSI4,listed,
S96,Công ty Cổ phần Sông Đà 9.06,2014-08-21,STOCK,UPCOM,CTCP Sông Đà 9.06,Song Da No 9.06 Joint Stock Company,VN000000S966,listed,
HEC,Công ty cổ phần Tư vấn Xây dựng Thủy Lợi II,2016-12-21,STOCK,UPCOM,XD Thủy Lợi II,Hydraulic Engineering Consultant Corporation II,VN000000HEC7,listed,
SJM,Công ty Cổ phần Sông Đà 19 ,2014-05-29,STOCK,UPCOM,CTCP Sông Đà 19,Song Da 19 Joint Stock Company,VN000000SJM2,listed,
QNC,Công ty Cổ phần Xi măng và Xây dựng Quảng Ninh,2020-10-06,STOCK,UPCOM,Xi măng Quảng Ninh,Quang Ninh Construction and Cement Joint Stock Company,VN000000QNC9,listed,
VC6,Công ty cổ phần Xây dựng và Đầu tư Visicons,2008-01-28,STOCK,HNX,Xây dựng Visicons,Visicons Construction and Investment Joint Stock Company,VN000000VC62,listed,
SPC,Công ty Cổ phần Bảo vệ thực vật Sài Gòn,2010-09-09,STOCK,UPCOM,Bảo vệ thực vật SG,Saigon plant Prôtectin Joint Stock Company,VN000000SPC0,listed,
SBT,Công ty Cổ phần Thành Thành Công - Biên Hòa,2008-02-25,STOCK,HOSE,Thành Thành Công - Biên Hòa,Thanh Thanh Cong - Bien Hoa Joint Stock Company,VN000000SBT4,listed,VN30
NVB,Ngân hàng Thương mại Cổ phần Quốc Dân ,2010-09-13,STOCK,HNX,Ngân hàng Quốc Dân,National Citizen Commercial Joint Stock Bank,VN000000NVB1,listed,HNX30
BLF,Công ty Cổ phần Thủy sản Bạc Liêu,2008-06-02,STOCK,HNX,Thủy sản Bạc Liêu,Bac Lieu Fisheries Joint Stock Company,VN000000BLF8,listed,
DC4,Công ty cổ phần Xây dựng DIC Holdings,2020-10-20,STOCK,HOSE,Xây dựng DIC Holdings,DIC Holdings Construction JSC,VN000000DC49,listed,
VE1,Công ty Cổ phần Xây dựng điện VNECO 1 ,2008-09-04,STOCK,HNX,XD Điện VNECO 1,VNECO1 Electricity Construction Joint Stock Company,VN000000VE11,listed,
THB,Công ty Cổ phần Bia Thanh Hóa ,2008-11-19,STOCK,HNX,Bia Thanh Hóa,Thanh Hoa Beer Joint Stock Company,VN000000THB7,listed,
CAD,Công ty Cổ phần Chế biến và Xuất nhập khẩu Thủy sản Cadovimex ,2012-11-01,STOCK,UPCOM,Th.sản Cadovimex,Cadovimex Seafood Import - Export And Processing Joint Stock Company,VN000000CAD4,listed,
WTC,Công ty Cổ phần Vận tải thủy - Vinacomin,2010-07-15,STOCK,UPCOM,V.tải thủy Vinacomin,VinaComin – Waterway Transport Joint Stock Company,VN000000WTC4,listed,
V11,Công ty Cổ phần Xây dựng số 11,2013-01-16,STOCK,UPCOM,Xây dựng số 11,Viet Nam Construction Joint Stock Company No11,VN000000V119,listed,
ECI,Công ty Cổ phần Bản đồ và Tranh ảnh giáo dục,2009-06-16,STOCK,HNX,Tranh ảnh Giáo dục,Education Cartography And Illustration Joint Stock Company,VN000000ECI5,listed,
DZM,Công ty Cổ phần Chế tạo máy Dzĩ An ,2009-06-11,STOCK,HNX,Chế tạo máy Dzĩ An,DZĩ An Manufacturing Public Limited Company,VN000000DZM0,listed,
DCR,Công ty cổ phần Gạch Men Cosevco,2018-10-08,STOCK,UPCOM,Gạch Men Cosevco,Cosevco Ceramic Tiles Joint Stock Company,VN000000DCR8,listed,
EID,Công ty Cổ phần Đầu tư và Phát triển giáo dục Hà Nội,2009-08-11,STOCK,HNX,ĐTPT giáo dục HN,Ha Noi Education Investment and Development Joint Sctock Company,VN000000EID3,listed,
VNT,Công ty Cổ phần Giao nhận Vận tải Ngoại thương,2009-08-14,STOCK,HNX,Vận Tải Ngoại Thương,The Van cargoes and Foreign trade logistics Joint Stock Company,VN000000VNT3,listed,
